0,0
100,-3
200,1
300,6
400,9
500,25
600,24
700,22
800,27
900,21
1000,28
1100,32
1200,33
1300,43
1400,38
1500,22
1600,17
1700,13
1800,20
1900,22
2000,22
2100,12
2200,12
2300,9
2400,9
2500,11
2600,16
2700,15
2800,-12
2900,-15
3000,-18
3100,-32
3200,-41
3300,-48
3400,-43
3500,-39
3600,-56
3700,-59
3800,-59
3900,-74
4000,-89
4100,-98
4200,-99
4300,-94
4400,-105
4500,-109
4600,-107
4700,-110
4800,-109
4900,-119
5000,-119
5100,-118
5200,-105
5300,-107
5400,-117
5500,-123
5600,-131
5700,-138
5800,-134
5900,-132
6000,-132
6100,-127
6200,-118
6300,-124
6400,-134
6500,-138
6600,-136
6700,-141
6800,-151
6900,-161
7000,-164
7100,-157
7200,-153
7300,-159
7400,-169
7500,-173
7600,-184
7700,-194
7800,-195
7900,-197
8000,-187
8100,-193
8200,-190
8300,-209
8400,-206
8500,-209
8600,-213
8700,-217
8800,-227
8900,-229
9000,-231
9100,-229
9200,-250
9300,-247
9400,-249
9500,-250
9600,-260
9700,-263
9800,-276
9900,-288
10000,-295
10100,-294
10200,-305
10300,-307
10400,-308
10500,-320
10600,-314
10700,-315
10800,-318
10900,-327
11000,-321
11100,-322
11200,-321
11300,-310
11400,-304
11500,-301
11600,-292
11700,-298
11800,-308
11900,-311
12000,-315
12100,-330
12200,-338
12300,-350
12400,-355
12500,-358
12600,-365
12700,-379
12800,-382
12900,-393
13000,-395
13100,-388
13200,-396
13300,-406
13400,-420
13500,-423
13600,-417
13700,-422
13800,-405
13900,-421
14000,-428
14100,-423
14200,-424
14300,-435
14400,-435
14500,-431
14600,-423
14700,-430
14800,-432
14900,-438
15000,-435
15100,-447
15200,-447
15300,-447
15400,-470
15500,-475
15600,-482
15700,-482
15800,-479
15900,-471
16000,-475
16100,-480
16200,-482
16300,-494
16400,-507
16500,-518
16600,-527
16700,-533
16800,-530
16900,-536
17000,-536
17100,-549
17200,-551
17300,-554
17400,-554
17500,-559
17600,-567
17700,-574
17800,-572
17900,-577
18000,-583
18100,-581
18200,-595
18300,-602
18400,-602
18500,-617
18600,-614
18700,-613
18800,-610
18900,-613
19000,-608
19100,-607
19200,-608
19300,-615
19400,-619
19500,-618
19600,-615
19700,-628
19800,-628
19900,-631
20000,-638
20100,-652
20200,-654
20300,-663
20400,-667
20500,-679
20600,-701
20700,-706
20800,-704
20900,-704
21000,-703
21100,-710
21200,-728
21300,-730
21400,-727
21500,-726
21600,-732
21700,-741
21800,-747
21900,-745
22000,-741
22100,-761
22200,-756
22300,-769
22400,-767
22500,-778
22600,-772
22700,-786
22800,-785
22900,-779
23000,-776
23100,-781
23200,-786
23300,-794
23400,-797
23500,-804
23600,-811
23700,-810
23800,-816
23900,-824
24000,-836
24100,-841
24200,-854
24300,-848
24400,-846
24500,-848
24600,-846
24700,-859
24800,-853
24900,-860
25000,-863
25100,-874
25200,-881
25300,-881
25400,-876
25500,-870
25600,-888
25700,-889
25800,-898
25900,-916
26000,-913
26100,-905
26200,-910
26300,-909
26400,-912
26500,-902
26600,-901
26700,-910
26800,-910
26900,-916
27000,-928
27100,-934
27200,-931
27300,-936
27400,-935
27500,-921
27600,-920
27700,-925
27800,-917
27900,-920
28000,-922
28100,-926
28200,-935
28300,-941
28400,-947
28500,-943
28600,-944
28700,-957
28800,-969
28900,-967
29000,-971
29100,-979
29200,-987
29300,-984
29400,-971
29500,-968
29600,-964
29700,-977
29800,-971
29900,-977
30000,-965
30100,-962
30200,-956
30300,-964
30400,-977
30500,-993
30600,-993
30700,-990
30800,-1000
30900,-1003
31000,-1023
